2,0.1,
6,0.01,
8,0.001,
13,0.0001,
16,1e-05,
20,1e-06,
22,1e-07,
26,1e-08,
30,1e-09,
30,1e-10,
30,1e-11,
39,1e-12,
43,1e-13,
43,1e-14,
49,1e-15,
3,0.1,
7,0.01,
10,0.001,
14,0.0001,
16,1e-05,
21,1e-06,
21,1e-07,
26,1e-08,
30,1e-09,
33,1e-10,
36,1e-11,
38,1e-12,
43,1e-13,
46,1e-14,
50,1e-15,
